hook date,unhook date,floor,wall_id,room_id,painting name,artist,date,image id,information,height,width,frame left distance,painting left distance,painting right distance,frame right distance,frame ground distance,painting ground distance,Type,Description (fr),NMFA Source,External source,Inventory number,Acquisition,Inscriptions/marks (fr),Inscriptions/marks (en),Bibliography,Notes,Photographer,Location represented
2019-02-13,,1,W1_29,Room_30,Le mépris du monde,Charles Dauphin,Circa 1645,1_0255,available,1.625,1.39,0.37,0.45,1.64,1.71,0.89,0.96,Oil on canvas,"De part et d'autre d'un amas de richesses composées de diverses pièces d'orfèvrerie, de monnaies et de joaillerie, se dressent deux figures dont les corps se répondent. Sous un lourd drapé de velours olive un jeune homme, vêtu à l'antique, exprime par sa posture son refus des richesses du monde terrestre offertes par la Fortune, présentée sous les traits d'une figure ailée, au caractère androgyne. A l'arrière-plan, sous une tholos, se dresse la statue d'une déesse qui pourrait représenter Athéna, figure de la Sagesse. Dans la pénombre d'un bosquet au centre de l'image, il est également possible de distinguer le profil d'une sphinge, autre référence à la mythologie grecque.",https://collections-mba.nancy.fr/fr/notice/2015-1-1-le-mepris-du-monde-b481672d-78f9-46bf-a2b2-bac5ff1c3c3d,,2015.1.1,2014.3 Achat Baulme fine Arts,,,,Avis favorable de la délégation permanente de la commisson scientifique interrégionale des collections des musées de France de Lorraine et de Champagne-Ardenne du 19 septembre 2014,,
2019-02-13,,1,W1_43,Room_29,Le Pape Alexandre VII porté à la procession du Corpus Domini,Giovanni Maria Morandi,Circa 1657,1_0266,available,2.5,3.32,1.45,1.67,4.54,4.76,0.7,0.98,Oil on canvas,"Il s’agit d’un portrait grandeur nature du Pape Alexandre VII, élu souverain pontife en 1655. Impotent, il fait concevoir par Bernin une monumentale chaise de procession soutenue par douze hommes. Sous un dais, le Pape est agenouillé devant un prie-Dieu qui supporte le lourd ostensoir utilisé lors des cérémonies du Corpus Domini, c’est-à-dire de la Fête-Dieu.",https://collections-mba.nancy.fr/fr/notice/37-le-pape-alexandre-vii-porte-a-la-procession-du-corpus-domini-2ca98f1b-bc34-4102-bb65-b80f0f611958,,37,1793 Saisie révolutionnaire Couvent des Prémontrés,,,"Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°109, p.130
Blandine Chavanne (dir.), Eclats : Collection du musée des Beaux-arts de Nancy, Somogy, 2005
p.67, ill. ; p.66
Emile Duvernoy, ""Un tableau du Musée de Nancy"" in Le Pays Lorrain, Janvier 1932
p.270-272
A. Benoit, ""Sur un faux portrait du pape Sixte-Quint, au Musée des Beaux-arts"", in Nancy - Artiste, n°6, 1885
p.43-44",,Cliché Claude Philippot,
2019-02-13,,1,W1_82,Room_29,Saint Sébastien soigné par sainte Irène,Jean Allemant,Circa 1626-1631,1_0268,available,2.26,1.82,0.98,01.08,2.71,2.79,0.75,0.84,Oil on canvas,"La restauration du tableau en 2001 a révélé la signature du peintre lorrain Jean Allemant, artiste mentionné dans les comptes ducaux de Lorraine, mais dont aucune œuvre n'était connue. Le tableau témoigne de l'évolution de la peinture lorraine, partagée entre la fin du maniérisme et l'influence de Caravage. Il porte les armoiries de Nicolas Viardin Payen de Courcelles, vice-légat du cardinal de Lorraine et président du duc Henri II à la cour de Rome, qui permet de le dater.",,,,"Premier fonds, 1793",,,,,,
2019-02-13,,1,W1_32,Room_29,Mariage mystique de sainte Catherine,Bartolomeo Biscaino,First half of the 17th century,1_0270,available,1.3,1.64,16.4,10.58,11.84,12.01,0.59,0.77,Oil on canvas,"L'Enfant Jésus, entre Marie et sainte Catherine d'Alexandrie, tourne la tête vers sa mère. Il tient un anneau qu'il s'apprête à passer au doigt de la sainte, matérialisant ainsi l'union spirituelle avec Dieu. Fille de roi, celle-ci est représentée avec la couronne et identifiée par les instruments de son martyre, la roue garnie de pointes de fer et l'épée avec laquelle elle fut décapitée, que l'on distingue dans l'ombre du premier plan. La composition, la matière picturale et le type de figures dérivent de l'art de Valerio Castello dont Bartolomeo Biscanio est l'un des disciples les plus doués. ",https://collections-mba.nancy.fr/fr/notice/628-mariage-mystique-de-sainte-catherine-8c4b0dba-364a-459d-8b6a-b8977825d0d8,,628,1882 Donation Poirel,,,"Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°20, p.106
Arnaud Brejon de Lavergnée et Nathalie Volle, Musées de France : Répertoire des peintures italiennes du XVIIe siècle, Paris, 1988
p.92
Musée de Nancy, Tableaux, dessins, statues & objets d'art. Catalogue descriptif et annoté, Nancy, 1909
n°151
Musée de Nancy, Tableaux, Dessins, Statues & Bas-reliefs, Descriptif annoté, 1897
n°144 (école espagnole)
Musée de Nancy, Tableaux, Dessins, Statues et Bas-reliefs, Nancy, 1883
n° 145 (école espagnole)",Répertorié appartenant à l'école espagnole,Cliché Pierre Mignot,
2019-02-13,,1,W1_32,Room_29,La Circoncision,Tommaso Luini,Circa 1632,1_0272,available,03.02,2.42,7.3,7.41,9.59,9.72,0.56,0.68,Oil on canvas,"Cette oeuvre ornait le maître-autel de l’église du Collège des Quatre Nations à Paris, fondé par le cardinal Mazarin. Arnauld Brejon de Lavergnée attribue ce tableau à un élève peu connu d’Andrea Sacchi (1599-1661), Tommaso Luini. Mazarin appréciait particulièrement l’art de Sacchi, mais cette oeuvre n’apparaît pas dans ses collections. Cette ambitieuse composition à plus de quinze personnages comporte de nombreux repentirs (modifications de certains motifs).",https://collections-mba.nancy.fr/fr/notice/52-circoncision-1f853529-f24d-4d49-ad16-5045aaf60564,,52,2008 Transfert de propriété Etat,,,"Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°93, p.126","Dépôt de l'Etat de 1804, transfert de propriété de l'Etat à la ville de Nancy, 2008",Cliché Claude Philippot,
2019-02-13,,1,W1_82,Room_29,Le songe de Jacob,Lodovico Cigoli,1593,1_0274,available,02.01,1.72,10.34,10.53,11.88,12.07,0.79,0.98,Oil on canvas,"La stature et la physionomie vigoureuse des figures, le traitement de la lumière et du fond sont caractéristiques du travail de Luca Saltarello, artiste génois de la première moitié du XVIIe siècle, auquel l’oeuvre peut être aujourd’hui attribuée. Le tableau présente de beaux morceaux baroques et naturalistes, comme Joseph qui apparaît dans le fond, occupé à son activité de charpentier.",https://collections-mba.nancy.fr/fr/notice/16-le-songe-de-jacob-08eb6d6a-0c13-4369-90ed-d9a26facff7d,,16,2008 Transfert de propriété Etat,"Monogramme et date
en bas à droite
L. C. 1593","Monogram and date
lower right
L. C. 1593","Loskoutoo Yvan, New documents for Cigoli's ""Jacob's dream"" and Baglione's ""St John the Baptist"", in The Burlington Magazine, n°CLIV, septembre 2012
p.612-615, ill; p.613
Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°42, p.112
Blandine Chavanne (dir.), Eclats : Collection du musée des Beaux-arts de Nancy, Somogy, 2005
p. 54, ill
Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.66-67
Boyer Guy et Champion Jean-loup, Mille peintures des musées de France, Gallimard/Beaux-Arts Magazine, 1993
p.114-122
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
p.14, ill. p.19
Arnaud Brejon de Lavergnée et Nathalie Volle, Musées de France : Répertoire des peintures italiennes du XVIIe siècle, Paris, 1988
p.18-19
Matteoli Anna, Lodovico Cardi pittore e architetto, Pise, 1980
p.121-122
Waterhouse Ellis, Florentine painting in the seventeenth century, in Apollo, janvier 1979
p.32-37, ill. p.32
Thiem Christel, Florentiner Zeichner des Frühbarok, Munich, 1977
p;290, ill.245","Dépôt de l'Etat de 1804, transfert de propriété de l'Etat à la ville de Nancy, 2008",Cliché Gilbert Mangin,
2019-02-13,,1,W1_35,Room_29,Le Christ au tombeau,Valerio Castello,Circa 1650-1659,1_0276,available,2.18,2.485,0.49,0.71,2.78,2.98,0.7,0.89,Oil on canvas,La Vierge tient une dernière fois dans ses bras le corps du Christ mort. Valerio Castello compose une scène où tout est violemment agité. Attitudes théâtrales et violents contrastes d'ombre et  de lumière concourent à une dramatisation toute baroque.,,https://www.pop.culture.gouv.fr/notice/joconde/05120001196,18,"Dépôt de l'Etat, 1803",,,"Musée de Nancy. Catalogue descriptif et annoté, Nancy, 1909. (N°38 (Castelli))
Manzitti, 1972 (p.147)
A. Brejon de Lavergnée et N. Volle, Musées de France. Répertoire des peintures italiennes du XVIIe siècle, Paris, 1988 (p.90)
Claude Pétry, ""le musée des Beaux-Arts de Nancy"", Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989. (p. 22, ill. p. 25)
Ganazza
Boyer Guy et Champion Jean-loup, Mille peintures des musées de France, Gallimard/Beaux-Arts Magazine, 1993 (p.118-135)
Salmon Béatrice dir., Collection du musée des beaux-arts de Nancy. Regards, Imprimerie Royer, Nancy, 1999 (p.78-79)
Manzitti Camillo, Valerio Castello, 2004 (p.108)
Babelon Jean-Pierre, Le Palais de l'Institut du Collège des Quatre-Nations à l'Institut de France, 2005 (p.45)
Eclats. Catalogue des collections du MBA Nancy : sous la direction de Blandine Chavanne et Sophie Harent, 2005. (p. 64, ill.)
Nancy, musée des Beaux-Arts. Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC, Roche-le-Molière et musée des beaux-arts, Nancy, 2006 (n°38, p.110)",,"© Mangin, © Phillipot",
2019-02-13,,1,W1_35,Room_29,Pietà,Pietro Giovanni Novelli,After 1632,1_0278,available,2.28,1.745,3.37,3.55,4.95,5.11,0.66,0.83,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/1-pieta-bea4864b-1dfc-468b-b60d-9a6693cb3bf6,,1,2008 Transfert de propriété Etat,,,"Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n° 112, p.131
Arnaud Brejon de Lavergnée et Nathalie Volle, Musées de France : Répertoire des peintures italiennes du XVIIe siècle, Paris, 1988
p.400
Musée de Nancy, Tableaux, dessins, statues & objets d'art. Catalogue descriptif et annoté, Nancy, 1909
n°27
Musée de Nancy, Tableaux, Dessins, Statues & Bas-reliefs, Descriptif annoté, 1897
n°24
Musée de Nancy, Tableaux, Dessins, Statues et Bas-reliefs, Nancy, 1883
n°4
Notice des tableaux, dessins, gravures, statues et bas-reliefs exposés au musée de Nancy,Saint Nicolas et Nancy, 1875
n°2
Notice des tableaux, dessins, gravures, statues et bas-reliefs exposés au musée de Nancy, Nancy, 1866
n°1
Notice des tableaux exposés au musée de Nancy, Nancy, 1863
n°10
Notice des tableaux exposés au musée de Nancy, Nancy, 1854
n°7
Notice des objets d'art exposés au musée de Nancy, 1845
n°6
Catalogue des tableaux et statues exposés au musée de Nancy, Nancy, 1825
n°21","Dépôt de l'Etat du 3 mars 1803, transfert de propriété de l'Etat à la ville de Nancy, 2008",Cliché Pierre Mignot,
2019-02-13,,1,W1_35,Room_29,Le Baptême du Christ,Jusepe de Ribera,1643,1_0280,available,2.63,1.9,06.08,6.24,7.81,7.97,0.49,0.64,Oil on canvas,"Le Baptême du Christ compte parmi les chefs-d'oeuvre de la deuxième manière de Jusepe de Ribera. Le peintre adoucit ses clairs-obscurs violents et apaise ses compositions. Il introduit certaines couleurs claires et lumineuses, comme le bleu du ciel. Ribera s'inspire du Baptême du Christ de Guido Reni de 1621, conservé à Vienne.",https://collections-mba.nancy.fr/fr/notice/574-le-bapteme-du-christ-46e6288a-eab5-4078-a808-3f16e552a723,,574,1881 Don Roxard de Lasalle,"Signature et date
en bas à droite
Jusepe de Ribera espanol / F. 1643","Signature and date
lower right
Jusepe de Ribera Spanish / F. 1643","Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n° 156, p.140
Blandine Chavanne (dir.), Eclats : Collection du musée des Beaux-arts de Nancy, Somogy, 2005
p. 60, ill.
Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.72
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
p. 21, 22, ill. p. 23.",,Cliché Gilbert Mangin,
2019-02-13,,1,W1_32,Room_29,Sibylle de Tibur annonçant à Auguste l'avènement,Pierre de Cortone,Circa 1660,1_0283,available,03.05,03.02,1.49,1.68,4.31,4.5,0.5,0.7,Oil on canvas,"L’oeuvre fait partie d’un ensemble de dix tableaux commandé ou acheté par Louis Phélypeaux de La Vrillière, secrétaire d’État de Louis XIII, pour son hôtel particulier construit à Paris par François Mansart. Le sujet s’inscrit dans le programme élaboré par le commanditaire : la démonstration de faits héroïques dans la mythologie et l’histoire antique. La Sibylle de Tibur prédit à l’empereur la naissance d’un homme plus grand que lui, le Christ. Auguste renonce alors à être déifié de son vivant.",https://collections-mba.nancy.fr/fr/notice/8-sibylle-de-tibur-annoncant-a-auguste-l-avenement-du-christ-1431589a-4f42-441d-ad7a-b720ce477625,,8,2008 Transfert de propriété Etat,,,"Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°55, p.115-116
Blandine Chavanne (dir.), Eclats : Collection du musée des Beaux-arts de Nancy, Somogy, 2005
p. 68, ill
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
p.22 et 28, ill. p.24
Musée de Nancy, Tableaux, dessins, statues & objets d'art. Catalogue descriptif et annoté, Nancy, 1909
n° 97, p. 34-35","Dépôt de l'Etat de 1804, transfert de propriété de l'Etat à la ville de Nancy, 2008",Cliché Gilbert Mangin,
2019-02-13,,1,W1_32,Room_29,Moïse sauvé des eaux,Carlo Cignani,17th century (2nd half) - 18th century (1st quarter) ,1_0287,available,1.425,1.805,10.3,10.49,11.95,12.11,02.02,2.16,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/581-moise-sauve-des-eaux-97cc5123-9d33-42d2-9568-0a07830797e5,,581,1882 Donation Poirel,,,"Matthieu Somon, Enquête sur la vogue de Moïse sur les eaux du Nil au XVIIe siècle, in Mélanges de l'Ecole Française de Rome Italie et Méditerranée, MEFRIM, n°123 - 1, 2011
p.221-251, ill. p.228
Clara Gelly-Saldias, Nancy : Musée des Beaux-Arts : Peintures italiennes et espagnoles, XIVe - XIXe siècle, IAC et Musée des Beaux-Arts, 2006
n°41, p.111
Blandine Chavanne et Clara Gelly-Saldias, ""Quelques grandes donations au musée des beaux-arts de Nancy"", in Péristyles, n°18, 2001
p.43-44
Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.83, ill. ; p.82
p.130, cat.19
Arnaud Brejon de Lavergnée et Nathalie Volle, Musées de France : Répertoire des peintures italiennes du XVIIe siècle, Paris, 1988
p.110, ill.
Musée de Nancy, Tableaux, dessins, statues & objets d'art. Catalogue descriptif et annoté, Nancy, 1909
p.16, cat.43
Musée de Nancy, Tableaux, Dessins, Statues & Bas-reliefs, Descriptif annoté, 1897
p.13, cat.40
Musée de Nancy, Tableaux, Dessins, Statues et Bas-reliefs, Nancy, 1883
p.31, cat.30",,Cliché Claude Philippot,
2019-02-13,,1,W1_63,Room_31,Corbeille de fleurs,Nicolas Baudesson,1673,1_0301,available,1.43,1.185,4.83,4.98,5.86,06.02,0.94,01.08,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/183-corbeille-de-fleurs-a15d71c6-0f4d-4f7e-ba27-e7fcb9ab9a90,,183,2008 Transfert de propriété Etat,,,"Clara Gelly-Saldias, ""Natures mortes françaises du musée des Beaux-Arts de Nancy"", dans Péristyles, n°10, juillet 1997
p.11-12, ill., p.13
Cécile Bouleau, Musée des Beaux-Arts de Nancy - Inventaire des tableaux de l'Ecole française, première moitié du XVIIIème siècle, mémoire de maîtrise, université Paris IV, sous la direction d'Antoine Schnapper,1991, [n.p.]
Tome II [n.p.], cat.49 ; Tome I, p.65-66
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
ill., p.60
Michel Faré, Le grand siècle de la nature morte en France le XVIIe siècle, Paris, Société française du livre, 1974
p.282
Musée de Nancy, Tableaux, dessins, statues & objets d'art. Catalogue descriptif et annoté, Nancy, 1909
n°324, p.117
Musée de Nancy, Tableaux, Dessins, Statues & Bas-reliefs, Descriptif annoté, 1897
n°314, p.105
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
p.60 ill.
Musée de Nancy, Tableaux, Dessins, Statues et Bas-reliefs, Nancy, 1883
n°270, p.116
Catalogue des tableaux et statues exposés au musée de Nancy, Nancy, 1825
n°100, p.20",,Cliché Michel Bourguet,
